"ID";"Sex";"Age";"Periods";"MentalDisorder_13";"PhysicalDisorder_14";"DomesticCircumstances_15";"OtherMotive_16"
"369";"T001038";"60600";"1959JJ00";"       0";"       0";"       0";"       0"
"370";"T001038";"60600";"1960JJ00";"       0";"       0";"       0";"       0"
"371";"T001038";"60600";"1961JJ00";"       0";"       0";"       0";"       0"
"372";"T001038";"60600";"1962JJ00";"      76";"      23";"       7";"      16"
"373";"T001038";"60600";"1963JJ00";"       0";"       0";"       0";"       0"
"374";"T001038";"60600";"1964JJ00";"       0";"       0";"       0";"       0"
"375";"T001038";"60600";"1965JJ00";"      83";"      19";"       7";"      15"
"376";"T001038";"60600";"1966JJ00";"       0";"       0";"       0";"       0"
"377";"T001038";"60600";"1967JJ00";"      77";"      14";"       4";"      16"
"378";"T001038";"60600";"1968JJ00";"       0";"       0";"       0";"       0"
"379";"T001038";"60600";"1969JJ00";"      89";"      22";"       4";"      21"
"380";"T001038";"60600";"1970JJ00";"      92";"      24";"       7";"      25"
"381";"T001038";"60600";"1971JJ00";"     118";"      21";"       9";"      26"
"382";"T001038";"60600";"1972JJ00";"     105";"      15";"       7";"      19"
"383";"T001038";"60600";"1973JJ00";"     144";"      10";"       2";"      18"
"384";"T001038";"60600";"1974JJ00";"     113";"      25";"      11";"      17"
"385";"T001038";"60600";"1975JJ00";"     121";"      20";"      10";"      17"
"386";"T001038";"60600";"1976JJ00";"     107";"      19";"      10";"      15"
"387";"T001038";"60600";"1977JJ00";"     103";"      14";"       5";"      16"
"388";"T001038";"60600";"1978JJ00";"      98";"      15";"       9";"      15"
"389";"T001038";"60600";"1979JJ00";"     140";"      20";"      10";"      14"
"390";"T001038";"60600";"1980JJ00";"     128";"      19";"       6";"      12"
"391";"T001038";"60600";"1981JJ00";"     119";"      24";"      11";"      13"
"392";"T001038";"60600";"1982JJ00";"     115";"      19";"      20";"      15"
"393";"T001038";"60600";"1983JJ00";"     128";"      14";"      27";"      33"
"394";"T001038";"60600";"1984JJ00";"     144";"      10";"      30";"      26"
"395";"T001038";"60600";"1985JJ00";"      96";"      12";"      25";"      19"
"396";"T001038";"60600";"1986JJ00";"      91";"       8";"      23";"      14"
"397";"T001038";"60600";"1987JJ00";"      90";"       6";"      19";"      18"
"398";"T001038";"60600";"1988JJ00";"      95";"       8";"      21";"      13"
"399";"T001038";"60600";"1989JJ00";"     117";"      12";"      39";"      24"
"400";"T001038";"60600";"1990JJ00";"      89";"      16";"      19";"      25"
"401";"T001038";"60600";"1991JJ00";"     117";"      19";"      23";"      19"
"402";"T001038";"60600";"1992JJ00";"     122";"       9";"      19";"      16"
"403";"T001038";"60600";"1993JJ00";"     118";"       7";"      22";"      24"
"404";"T001038";"60600";"1994JJ00";"     115";"      14";"      24";"      16"
"405";"T001038";"60600";"1995JJ00";"      84";"      24";"      22";"      29"
"406";"T001038";"60600";"1996JJ00";"     108";"      19";"      20";"      35"
"407";"T001038";"60600";"1997JJ00";"     108";"      17";"      19";"      27"
"408";"T001038";"60600";"1998JJ00";"     112";"      26";"      28";"      35"
"409";"T001038";"60600";"1999JJ00";"     115";"      12";"      22";"      34"
"410";"T001038";"60600";"2000JJ00";"     119";"      18";"      17";"      26"
"411";"T001038";"60600";"2001JJ00";"     136";"      17";"      20";"      22"
"412";"T001038";"60600";"2002JJ00";"     131";"      18";"      33";"      29"
"413";"T001038";"60600";"2003JJ00";"     154";"      24";"      26";"      23"
"414";"T001038";"60600";"2004JJ00";"     158";"      30";"      40";"      43"
"415";"T001038";"60600";"2005JJ00";"     160";"      29";"      37";"      34"
"416";"T001038";"60600";"2006JJ00";"     180";"      22";"      37";"      37"
"417";"T001038";"60600";"2007JJ00";"     128";"      13";"      35";"      45"
"418";"T001038";"60600";"2008JJ00";"     169";"      26";"      34";"      42"
"419";"T001038";"60600";"2009JJ00";"     172";"      24";"      37";"      37"
"420";"T001038";"60600";"2010JJ00";"     168";"      19";"      25";"      32"
"421";"T001038";"60600";"2011JJ00";"     173";"      18";"      36";"      35"
"422";"T001038";"60600";"2012JJ00";"     207";"      19";"      32";"      41"
"423";"T001038";"60600";"2013JJ00";"     233";"      25";"      36";"      38"
"424";"T001038";"60600";"2014JJ00";"     233";"      36";"      37";"      66"
"425";"T001038";"60600";"2015JJ00";"     247";"      29";"      32";"      41"
"426";"T001038";"60600";"2016JJ00";"     247";"      29";"      47";"      38"
"427";"T001038";"60600";"2017JJ00";"     264";"      43";"      48";"      39"
"428";"T001038";"60600";"2018JJ00";"     265";"      28";"      38";"      35"
"429";"T001038";"60600";"2019JJ00";"     212";"      27";"      40";"      50"
"430";"T001038";"60600";"2020JJ00";"     233";"      16";"      32";"      38"
"431";"T001038";"60600";"2021JJ00";"     251";"      24";"      39";"      39"
"432";"T001038";"60700";"1950JJ00";"      33";"      14";"       1";"      19"
"433";"T001038";"60700";"1951JJ00";"       0";"       0";"       0";"       0"
"434";"T001038";"60700";"1952JJ00";"       0";"       0";"       0";"       0"
"435";"T001038";"60700";"1953JJ00";"       0";"       0";"       0";"       0"
"436";"T001038";"60700";"1954JJ00";"       0";"       0";"       0";"       0"
"437";"T001038";"60700";"1955JJ00";"      55";"      16";"       2";"      13"
"438";"T001038";"60700";"1956JJ00";"       0";"       0";"       0";"       0"
"439";"T001038";"60700";"1957JJ00";"      95";"      22";"       2";"      27"
"440";"T001038";"60700";"1958JJ00";"       0";"       0";"       0";"       0"
"441";"T001038";"60700";"1959JJ00";"       0";"       0";"       0";"       0"
"442";"T001038";"60700";"1960JJ00";"       0";"       0";"       0";"       0"
"443";"T001038";"60700";"1961JJ00";"       0";"       0";"       0";"       0"
"444";"T001038";"60700";"1962JJ00";"      54";"      24";"       2";"      22"
"445";"T001038";"60700";"1963JJ00";"       0";"       0";"       0";"       0"
"446";"T001038";"60700";"1964JJ00";"       0";"       0";"       0";"       0"
"447";"T001038";"60700";"1965JJ00";"      61";"      21";"       1";"      10"
"448";"T001038";"60700";"1966JJ00";"       0";"       0";"       0";"       0"
"449";"T001038";"60700";"1967JJ00";"      68";"      17";"       2";"      11"
"450";"T001038";"60700";"1968JJ00";"       0";"       0";"       0";"       0"
"451";"T001038";"60700";"1969JJ00";"      83";"      34";"       1";"      22"
"452";"T001038";"60700";"1970JJ00";"      85";"      36";"       5";"      19"
"453";"T001038";"60700";"1971JJ00";"     103";"      33";"       3";"      15"
"454";"T001038";"60700";"1972JJ00";"     105";"      35";"       3";"      20"
"455";"T001038";"60700";"1973JJ00";"     113";"      12";"       3";"      17"
"456";"T001038";"60700";"1974JJ00";"     116";"      23";"       7";"      19"
"457";"T001038";"60700";"1975JJ00";"      85";"      18";"       4";"      15"
"458";"T001038";"60700";"1976JJ00";"      87";"      21";"       1";"       7"
"459";"T001038";"60700";"1977JJ00";"      82";"      21";"       0";"      13"
"460";"T001038";"60700";"1978JJ00";"      96";"      31";"       3";"      21"
"461";"T001038";"60700";"1979JJ00";"      82";"      39";"       1";"      25"
"462";"T001038";"60700";"1980JJ00";"     104";"      21";"       6";"      20"
"463";"T001038";"60700";"1981JJ00";"     100";"      38";"       2";"      19"
"464";"T001038";"60700";"1982JJ00";"     110";"      28";"       5";"      22"
"465";"T001038";"60700";"1983JJ00";"     120";"      19";"      19";"      16"
"466";"T001038";"60700";"1984JJ00";"     108";"      17";"      15";"      16"
"467";"T001038";"60700";"1985JJ00";"     103";"      21";"      12";"      14"
"468";"T001038";"60700";"1986JJ00";"      86";"      18";"      16";"       9"
"469";"T001038";"60700";"1987JJ00";"      78";"      21";"       8";"      16"
"470";"T001038";"60700";"1988JJ00";"      71";"      13";"      19";"       8"
"471";"T001038";"60700";"1989JJ00";"     100";"      23";"      10";"      20"
"472";"T001038";"60700";"1990JJ00";"      87";"      22";"      10";"      17"
"473";"T001038";"60700";"1991JJ00";"      92";"      21";"       8";"      19"
"474";"T001038";"60700";"1992JJ00";"      98";"      20";"       5";"      20"
"475";"T001038";"60700";"1993JJ00";"     101";"      14";"       9";"      13"
"476";"T001038";"60700";"1994JJ00";"      91";"      16";"      12";"      12"
"477";"T001038";"60700";"1995JJ00";"      68";"      28";"      12";"      20"
"478";"T001038";"60700";"1996JJ00";"      66";"      33";"       8";"      20"
"479";"T001038";"60700";"1997JJ00";"      75";"      21";"      13";"      17"
"480";"T001038";"60700";"1998JJ00";"      74";"      16";"      11";"      19"
"481";"T001038";"60700";"1999JJ00";"      84";"      16";"       8";"      20"
"482";"T001038";"60700";"2000JJ00";"      63";"      28";"       8";"      19"
"483";"T001038";"60700";"2001JJ00";"      71";"      18";"       8";"      20"
"484";"T001038";"60700";"2002JJ00";"      89";"      13";"      13";"      13"
"485";"T001038";"60700";"2003JJ00";"      85";"      14";"      12";"      17"
"486";"T001038";"60700";"2004JJ00";"      77";"      19";"      13";"      24"
"487";"T001038";"60700";"2005JJ00";"      71";"      14";"      15";"      16"
"488";"T001038";"60700";"2006JJ00";"      88";"      35";"      14";"      17"
"489";"T001038";"60700";"2007JJ00";"      91";"      26";"      16";"      30"
"490";"T001038";"60700";"2008JJ00";"     111";"      20";"      19";"      14"
"491";"T001038";"60700";"2009JJ00";"     100";"      21";"      16";"      19"
"492";"T001038";"60700";"2010JJ00";"     107";"      18";"      12";"      22"
"493";"T001038";"60700";"2011JJ00";"     122";"      14";"       8";"      24"
"494";"T001038";"60700";"2012JJ00";"     132";"      21";"       7";"      30"
"495";"T001038";"60700";"2013JJ00";"     121";"      27";"      16";"      19"
"496";"T001038";"60700";"2014JJ00";"     117";"      22";"      14";"      31"
"497";"T001038";"60700";"2015JJ00";"     166";"      25";"      17";"      27"
"498";"T001038";"60700";"2016JJ00";"     193";"      38";"      18";"      20"
"499";"T001038";"60700";"2017JJ00";"     181";"      40";"      19";"      30"
"500";"T001038";"60700";"2018JJ00";"     183";"      35";"      19";"      23"
"501";"T001038";"60700";"2019JJ00";"     178";"      43";"      15";"      35"
"502";"T001038";"60700";"2020JJ00";"     167";"      23";"       9";"      24"
"503";"T001038";"60700";"2021JJ00";"     158";"      29";"      11";"      45"
"504";"T001038";"60800";"1950JJ00";"      28";"      11";"       0";"      11"
"505";"T001038";"60800";"1951JJ00";"       0";"       0";"       0";"       0"
"506";"T001038";"60800";"1952JJ00";"       0";"       0";"       0";"       0"
"507";"T001038";"60800";"1953JJ00";"       0";"       0";"       0";"       0"
"508";"T001038";"60800";"1954JJ00";"       0";"       0";"       0";"       0"
"509";"T001038";"60800";"1955JJ00";"      43";"      13";"       0";"      11"
"510";"T001038";"60800";"1956JJ00";"       0";"       0";"       0";"       0"
"511";"T001038";"60800";"1957JJ00";"      40";"      19";"       0";"       9"
"512";"T001038";"60800";"1958JJ00";"       0";"       0";"       0";"       0"
"513";"T001038";"60800";"1959JJ00";"       0";"       0";"       0";"       0"
"514";"T001038";"60800";"1960JJ00";"       0";"       0";"       0";"       0"
"515";"T001038";"60800";"1961JJ00";"       0";"       0";"       0";"       0"
"516";"T001038";"60800";"1962JJ00";"      48";"      26";"       1";"      16"
"517";"T001038";"60800";"1963JJ00";"       0";"       0";"       0";"       0"
"518";"T001038";"60800";"1964JJ00";"       0";"       0";"       0";"       0"
"519";"T001038";"60800";"1965JJ00";"      56";"      20";"       4";"      19"
"520";"T001038";"60800";"1966JJ00";"       0";"       0";"       0";"       0"
"521";"T001038";"60800";"1967JJ00";"      36";"      16";"       0";"      18"
"522";"T001038";"60800";"1968JJ00";"       0";"       0";"       0";"       0"
"523";"T001038";"60800";"1969JJ00";"      35";"      20";"       2";"       6"
"524";"T001038";"60800";"1970JJ00";"      63";"      20";"       2";"      18"
"525";"T001038";"60800";"1971JJ00";"      66";"      35";"       0";"      19"
"526";"T001038";"60800";"1972JJ00";"      44";"      22";"       3";"      17"
"527";"T001038";"60800";"1973JJ00";"      59";"      14";"       0";"       8"
"528";"T001038";"60800";"1974JJ00";"      68";"      19";"       2";"      14"
"529";"T001038";"60800";"1975JJ00";"      52";"      26";"       0";"      19"
"530";"T001038";"60800";"1976JJ00";"      63";"      33";"       5";"       8"
"531";"T001038";"60800";"1977JJ00";"      51";"      24";"       0";"      13"
"532";"T001038";"60800";"1978JJ00";"      46";"      27";"       0";"      10"
"533";"T001038";"60800";"1979JJ00";"      60";"      22";"       0";"      16"
"534";"T001038";"60800";"1980JJ00";"      67";"      24";"       3";"       5"
"535";"T001038";"60800";"1981JJ00";"      59";"      33";"       2";"       8"
"536";"T001038";"60800";"1982JJ00";"      77";"      25";"       2";"       9"
"537";"T001038";"60800";"1983JJ00";"     110";"      17";"       4";"      20"
"538";"T001038";"60800";"1984JJ00";"      90";"      17";"       6";"      13"
"539";"T001038";"60800";"1985JJ00";"      51";"      19";"      13";"       9"
"540";"T001038";"60800";"1986JJ00";"      50";"      18";"       7";"       6"
"541";"T001038";"60800";"1987JJ00";"      49";"      20";"       3";"       9"
"542";"T001038";"60800";"1988JJ00";"      48";"      20";"       4";"       6"
"543";"T001038";"60800";"1989JJ00";"      58";"      17";"      10";"      16"
"544";"T001038";"60800";"1990JJ00";"      52";"      20";"       7";"      13"
"545";"T001038";"60800";"1991JJ00";"      70";"      32";"       6";"      11"
"546";"T001038";"60800";"1992JJ00";"      83";"      15";"       4";"      10"
"547";"T001038";"60800";"1993JJ00";"      87";"      11";"       5";"      13"
"548";"T001038";"60800";"1994JJ00";"      64";"      23";"       5";"       9"
"549";"T001038";"60800";"1995JJ00";"      44";"      26";"       9";"      13"
"550";"T001038";"60800";"1996JJ00";"      54";"      33";"       7";"      23"
"551";"T001038";"60800";"1997JJ00";"      49";"      18";"       4";"      22"
"552";"T001038";"60800";"1998JJ00";"      58";"      25";"       5";"      10"
"553";"T001038";"60800";"1999JJ00";"      54";"      11";"       4";"      11"
"554";"T001038";"60800";"2000JJ00";"      47";"      20";"       5";"      13"
"555";"T001038";"60800";"2001JJ00";"      42";"      26";"       8";"      11"
"556";"T001038";"60800";"2002JJ00";"      47";"      31";"       6";"      15"
"557";"T001038";"60800";"2003JJ00";"      57";"      20";"       3";"      17"
"558";"T001038";"60800";"2004JJ00";"      46";"      24";"       4";"      16"
"559";"T001038";"60800";"2005JJ00";"      38";"      26";"       9";"      16"
"560";"T001038";"60800";"2006JJ00";"      43";"      24";"       7";"      16"
"561";"T001038";"60800";"2007JJ00";"      51";"      20";"       3";"      11"
"562";"T001038";"60800";"2008JJ00";"      45";"      23";"       8";"      17"
"563";"T001038";"60800";"2009JJ00";"      57";"      24";"       6";"      10"
"564";"T001038";"60800";"2010JJ00";"      57";"      11";"       3";"       9"
"565";"T001038";"60800";"2011JJ00";"      48";"      23";"       9";"      18"
"566";"T001038";"60800";"2012JJ00";"      65";"      15";"       5";"       9"
"567";"T001038";"60800";"2013JJ00";"      62";"      21";"       2";"      13"
"568";"T001038";"60800";"2014JJ00";"      62";"      28";"      11";"       7"
"569";"T001038";"60800";"2015JJ00";"      72";"      27";"       6";"      19"
"570";"T001038";"60800";"2016JJ00";"      80";"      33";"      10";"      13"
"571";"T001038";"60800";"2017JJ00";"      77";"      34";"       3";"      19"
"572";"T001038";"60800";"2018JJ00";"      92";"      39";"       4";"      15"
"573";"T001038";"60800";"2019JJ00";"      80";"      34";"      11";"      23"
"574";"T001038";"60800";"2020JJ00";"     102";"      36";"       8";"       9"
"575";"T001038";"60800";"2021JJ00";"      94";"      33";"       7";"      13"
"576";"T001038";"21700";"1950JJ00";"       8";"       3";"       1";"       1"
"577";"T001038";"21700";"1951JJ00";"       0";"       0";"       0";"       0"
"578";"T001038";"21700";"1952JJ00";"       0";"       0";"       0";"       0"
"579";"T001038";"21700";"1953JJ00";"       0";"       0";"       0";"       0"
"580";"T001038";"21700";"1954JJ00";"       0";"       0";"       0";"       0"
"581";"T001038";"21700";"1955JJ00";"      15";"       4";"       0";"       4"
"582";"T001038";"21700";"1956JJ00";"       0";"       0";"       0";"       0"
"583";"T001038";"21700";"1957JJ00";"       8";"       9";"       0";"       2"
"584";"T001038";"21700";"1958JJ00";"       0";"       0";"       0";"       0"
"585";"T001038";"21700";"1959JJ00";"       0";"       0";"       0";"       0"
"586";"T001038";"21700";"1960JJ00";"       0";"       0";"       0";"       0"
"587";"T001038";"21700";"1961JJ00";"       0";"       0";"       0";"       0"
"588";"T001038";"21700";"1962JJ00";"      11";"       7";"       0";"       8"
"589";"T001038";"21700";"1963JJ00";"       0";"       0";"       0";"       0"
"590";"T001038";"21700";"1964JJ00";"       0";"       0";"       0";"       0"
"591";"T001038";"21700";"1965JJ00";"      34";"      12";"       1";"       6"
"592";"T001038";"21700";"1966JJ00";"       0";"       0";"       0";"       0"
"593";"T001038";"21700";"1967JJ00";"      16";"      13";"       1";"       4"
"594";"T001038";"21700";"1968JJ00";"       0";"       0";"       0";"       0"
"595";"T001038";"21700";"1969JJ00";"      12";"       6";"       0";"      16"
"596";"T001038";"21700";"1970JJ00";"      26";"      15";"       0";"       5"
"597";"T001038";"21700";"1971JJ00";"      15";"      12";"       0";"       6"
"598";"T001038";"21700";"1972JJ00";"      22";"      12";"       0";"      13"
"599";"T001038";"21700";"1973JJ00";"      22";"       6";"       2";"       6"
"600";"T001038";"21700";"1974JJ00";"      22";"      13";"       0";"       5"
"601";"T001038";"21700";"1975JJ00";"      20";"      16";"       0";"       7"
"602";"T001038";"21700";"1976JJ00";"      28";"      11";"       0";"       6"
"603";"T001038";"21700";"1977JJ00";"      21";"      16";"       0";"       3"
"604";"T001038";"21700";"1978JJ00";"      14";"      13";"       0";"       3"
"605";"T001038";"21700";"1979JJ00";"      16";"      14";"       1";"       3"
"606";"T001038";"21700";"1980JJ00";"      22";"      13";"       0";"       9"
"607";"T001038";"21700";"1981JJ00";"      25";"      12";"       0";"       2"
"608";"T001038";"21700";"1982JJ00";"      33";"      13";"       1";"       4"
"609";"T001038";"21700";"1983JJ00";"      40";"      11";"       5";"       8"
"610";"T001038";"21700";"1984JJ00";"      39";"       9";"       2";"       3"
"611";"T001038";"21700";"1985JJ00";"      34";"      10";"       1";"       4"
"612";"T001038";"21700";"1986JJ00";"      28";"      10";"       2";"       1"
"613";"T001038";"21700";"1987JJ00";"      20";"      10";"       0";"       7"
"614";"T001038";"21700";"1988JJ00";"      29";"      12";"       5";"       4"
"615";"T001038";"21700";"1989JJ00";"      19";"       9";"       2";"       3"
"616";"T001038";"21700";"1990JJ00";"      33";"      22";"       4";"       8"
"617";"T001038";"21700";"1991JJ00";"      29";"      24";"       8";"      12"
"618";"T001038";"21700";"1992JJ00";"      36";"      16";"       3";"       8"
"619";"T001038";"21700";"1993JJ00";"      37";"      11";"       0";"       6"
"620";"T001038";"21700";"1994JJ00";"      33";"      20";"       2";"       6"
"621";"T001038";"21700";"1995JJ00";"      22";"      25";"       5";"       8"
"622";"T001038";"21700";"1996JJ00";"      20";"      26";"       3";"      14"
"623";"T001038";"21700";"1997JJ00";"      21";"      36";"       3";"       9"
"624";"T001038";"21700";"1998JJ00";"      25";"      28";"       3";"      12"
"625";"T001038";"21700";"1999JJ00";"      32";"      19";"       2";"       6"
"626";"T001038";"21700";"2000JJ00";"      31";"      21";"       1";"       6"
"627";"T001038";"21700";"2001JJ00";"      25";"      23";"       4";"       7"
"628";"T001038";"21700";"2002JJ00";"      32";"      17";"       7";"       6"
"629";"T001038";"21700";"2003JJ00";"      33";"      30";"       0";"       7"
"630";"T001038";"21700";"2004JJ00";"      28";"      28";"       3";"      10"
"631";"T001038";"21700";"2005JJ00";"      22";"      26";"       4";"      12"
"632";"T001038";"21700";"2006JJ00";"      25";"      29";"       5";"      14"
"633";"T001038";"21700";"2007JJ00";"      27";"      22";"       5";"       6"
"634";"T001038";"21700";"2008JJ00";"      20";"      19";"       2";"      12"
"635";"T001038";"21700";"2009JJ00";"      32";"      25";"       7";"       8"
"636";"T001038";"21700";"2010JJ00";"      27";"      17";"       2";"       4"
"637";"T001038";"21700";"2011JJ00";"      24";"      23";"       4";"       8"
"638";"T001038";"21700";"2012JJ00";"      35";"      20";"       4";"       7"
"639";"T001038";"21700";"2013JJ00";"      39";"      19";"       2";"       7"
"640";"T001038";"21700";"2014JJ00";"      31";"      24";"       1";"      13"
"641";"T001038";"21700";"2015JJ00";"      44";"      23";"       5";"       8"
"642";"T001038";"21700";"2016JJ00";"      33";"      42";"       2";"      17"
"643";"T001038";"21700";"2017JJ00";"      39";"      35";"       5";"      14"
"644";"T001038";"21700";"2018JJ00";"      44";"      31";"       7";"      11"
"645";"T001038";"21700";"2019JJ00";"      43";"      31";"       6";"      15"
"646";"T001038";"21700";"2020JJ00";"      57";"      24";"       5";"      10"
"647";"T001038";"21700";"2021JJ00";"      57";"      21";"       4";"      14"
"648";"3000   ";"10000";"1950JJ00";"     120";"      34";"       7";"      56"
"649";"3000   ";"10000";"1951JJ00";"       0";"       0";"       0";"       0"
"650";"3000   ";"10000";"1952JJ00";"       0";"       0";"       0";"       0"
"651";"3000   ";"10000";"1953JJ00";"       0";"       0";"       0";"       0"
"652";"3000   ";"10000";"1954JJ00";"       0";"       0";"       0";"       0"
"653";"3000   ";"10000";"1955JJ00";"     171";"      41";"       7";"      38"
"654";"3000   ";"10000";"1956JJ00";"       0";"       0";"       0";"       0"
"655";"3000   ";"10000";"1957JJ00";"     155";"      46";"      10";"      41"
"656";"3000   ";"10000";"1958JJ00";"       0";"       0";"       0";"       0"
"657";"3000   ";"10000";"1959JJ00";"       0";"       0";"       0";"       0"
"658";"3000   ";"10000";"1960JJ00";"       0";"       0";"       0";"       0"
"659";"3000   ";"10000";"1961JJ00";"       0";"       0";"       0";"       0"
"660";"3000   ";"10000";"1962JJ00";"     173";"      56";"      16";"      55"
"661";"3000   ";"10000";"1963JJ00";"       0";"       0";"       0";"       0"
"662";"3000   ";"10000";"1964JJ00";"       0";"       0";"       0";"       0"
"663";"3000   ";"10000";"1965JJ00";"     217";"      58";"      19";"      41"
"664";"3000   ";"10000";"1966JJ00";"       0";"       0";"       0";"       0"
"665";"3000   ";"10000";"1967JJ00";"     203";"      54";"      12";"      46"
"666";"3000   ";"10000";"1968JJ00";"       0";"       0";"       0";"       0"
"667";"3000   ";"10000";"1969JJ00";"     235";"      69";"      16";"      66"
"668";"3000   ";"10000";"1970JJ00";"     291";"      78";"      25";"      63"
"669";"3000   ";"10000";"1971JJ00";"     273";"      80";"      22";"      54"
"670";"3000   ";"10000";"1972JJ00";"     292";"      71";"      26";"      56"
"671";"3000   ";"10000";"1973JJ00";"     350";"      36";"      20";"      47"
"672";"3000   ";"10000";"1974JJ00";"     348";"      65";"      37";"      62"
"673";"3000   ";"10000";"1975JJ00";"     306";"      71";"      40";"      48"
"674";"3000   ";"10000";"1976JJ00";"     333";"      69";"      23";"      39"
"675";"3000   ";"10000";"1977JJ00";"     354";"      69";"      21";"      39"
"676";"3000   ";"10000";"1978JJ00";"     296";"      72";"      34";"      53"
"677";"3000   ";"10000";"1979JJ00";"     319";"      70";"      35";"      61"
"678";"3000   ";"10000";"1980JJ00";"     412";"      66";"      31";"      64"
"679";"3000   ";"10000";"1981JJ00";"     351";"      99";"      50";"      54"
"680";"3000   ";"10000";"1982JJ00";"     411";"      71";"      52";"      52"
"681";"3000   ";"10000";"1983JJ00";"     428";"      53";"     110";"     118"
"682";"3000   ";"10000";"1984JJ00";"     432";"      48";"     140";"      95"
"683";"3000   ";"10000";"1985JJ00";"     328";"      59";"     119";"      81"
"684";"3000   ";"10000";"1986JJ00";"     312";"      50";"     112";"      46"
"685";"3000   ";"10000";"1987JJ00";"     300";"      49";"      83";"      62"
"686";"3000   ";"10000";"1988JJ00";"     325";"      45";"     115";"      48"
"687";"3000   ";"10000";"1989JJ00";"     394";"      52";"     134";"      84"
"688";"3000   ";"10000";"1990JJ00";"     345";"      74";"     136";"      98"
"689";"3000   ";"10000";"1991JJ00";"     434";"      84";"     133";"      93"
"690";"3000   ";"10000";"1992JJ00";"     483";"      43";"     109";"      97"
"691";"3000   ";"10000";"1993JJ00";"     493";"      36";"     131";"     106"
"692";"3000   ";"10000";"1994JJ00";"     479";"      63";"     144";"      93"
"693";"3000   ";"10000";"1995JJ00";"     344";"      89";"     130";"     153"
"694";"3000   ";"10000";"1996JJ00";"     361";"      93";"     114";"     158"
"695";"3000   ";"10000";"1997JJ00";"     419";"      70";"     122";"     116"
"696";"3000   ";"10000";"1998JJ00";"     394";"      75";"     134";"     136"
"697";"3000   ";"10000";"1999JJ00";"     456";"      57";"     124";"     107"
"698";"3000   ";"10000";"2000JJ00";"     389";"      67";"     108";"     118"
"699";"3000   ";"10000";"2001JJ00";"     406";"      71";"     102";"     121"
"700";"3000   ";"10000";"2002JJ00";"     446";"      71";"     136";"     145"
"701";"3000   ";"10000";"2003JJ00";"     436";"      63";"     118";"      98"
"702";"3000   ";"10000";"2004JJ00";"     414";"      84";"     143";"     142"
"703";"3000   ";"10000";"2005JJ00";"     414";"      86";"     150";"     140"
"704";"3000   ";"10000";"2006JJ00";"     447";"     100";"     163";"     133"
"705";"3000   ";"10000";"2007JJ00";"     399";"      66";"     149";"     131"
"706";"3000   ";"10000";"2008JJ00";"     433";"      67";"     154";"     155"
"707";"3000   ";"10000";"2009JJ00";"     461";"      77";"     148";"     127"
"708";"3000   ";"10000";"2010JJ00";"     444";"      51";"     116";"      92"
"709";"3000   ";"10000";"2011JJ00";"     506";"      62";"     121";"     127"
"710";"3000   ";"10000";"2012JJ00";"     544";"      58";"     109";"     118"
"711";"3000   ";"10000";"2013JJ00";"     586";"      69";"     116";"     105"
"712";"3000   ";"10000";"2014JJ00";"     520";"      82";"     119";"     153"
"713";"3000   ";"10000";"2015JJ00";"     588";"      80";"     131";"     128"
"714";"3000   ";"10000";"2016JJ00";"     658";"     109";"     108";"     113"
"715";"3000   ";"10000";"2017JJ00";"     701";"     112";"     145";"     110"
"716";"3000   ";"10000";"2018JJ00";"     648";"      98";"     125";"      91"
"717";"3000   ";"10000";"2019JJ00";"     608";"     105";"     154";"     152"
"718";"3000   ";"10000";"2020JJ00";"     663";"      72";"      91";"     117"
"719";"3000   ";"10000";"2021JJ00";"     699";"      75";"      95";"     143"
"720";"3000   ";"41400";"1950JJ00";"       3";"       0";"       0";"       0"
"721";"3000   ";"41400";"1951JJ00";"       0";"       0";"       0";"       0"
"722";"3000   ";"41400";"1952JJ00";"       0";"       0";"       0";"       0"
"723";"3000   ";"41400";"1953JJ00";"       0";"       0";"       0";"       0"
"724";"3000   ";"41400";"1954JJ00";"       0";"       0";"       0";"       0"
"725";"3000   ";"41400";"1955JJ00";"       2";"       1";"       0";"       0"
"726";"3000   ";"41400";"1956JJ00";"       0";"       0";"       0";"       0"
"727";"3000   ";"41400";"1957JJ00";"       4";"       0";"       0";"       0"
"728";"3000   ";"41400";"1958JJ00";"       0";"       0";"       0";"       0"
"729";"3000   ";"41400";"1959JJ00";"       0";"       0";"       0";"       0"
"730";"3000   ";"41400";"1960JJ00";"       0";"       0";"       0";"       0"
"731";"3000   ";"41400";"1961JJ00";"       0";"       0";"       0";"       0"
"732";"3000   ";"41400";"1962JJ00";"       2";"       0";"       2";"       0"
"733";"3000   ";"41400";"1963JJ00";"       0";"       0";"       0";"       0"
"734";"3000   ";"41400";"1964JJ00";"       0";"       0";"       0";"       0"
"735";"3000   ";"41400";"1965JJ00";"       4";"       0";"       2";"       0"
"736";"3000   ";"41400";"1966JJ00";"       0";"       0";"       0";"       0"
"737";"3000   ";"41400";"1967JJ00";"       9";"       1";"       1";"       0"
"738";"3000   ";"41400";"1968JJ00";"       0";"       0";"       0";"       0"
"739";"3000   ";"41400";"1969JJ00";"       6";"       3";"       3";"       0"
"740";"3000   ";"41400";"1970JJ00";"      13";"       0";"       1";"       0"
"741";"3000   ";"41400";"1971JJ00";"       7";"       0";"       1";"       3"
"742";"3000   ";"41400";"1972JJ00";"      13";"       0";"       0";"       0"
